Training fitness,Test fitness
0.004938273438022859,0.03460110810611323
0.007177797569944662,0.012327279473612339
0.005398250735664435,0.009578668024359987
0.059978460830712794,0.13780259676775455
0.06446304817583115,0.18602414438903697
0.01267501745157731,0.013270716014025321
0.01639254362567212,0.02681938140498569
0.008118277518331852,0.039431495274272255
0.03490076651811365,0.03450984251669864
0.0504580992670014,0.16763965087968094
avg: 0.026450053513087223,avg: 0.066200488285054
