Training fitness,Test fitness
0.0834222437675621,0.21312149116674378
0.043822063227922245,0.10245958345470604
0.014842812272045956,0.020528892566115373
0.012973873320607985,0.030855176507456752
0.02070226036814032,0.061211641806818325
0.027957828714724204,0.1017932549119854
0.017626494321208414,0.1278799369304165
0.028470932222744706,0.18758722295234223
0.012412637876743498,0.04358879134293966
0.12027956070954994,0.2026686212753856
avg: 0.03825107068012494,avg: 0.10916946129149097
